fiscalDateEnding,reportedEPS,symbol
2017-01-31,4.33,WMT
2016-01-31,4.59,WMT
2015-01-31,5.07,WMT
2014-01-31,5.13,WMT
2013-01-31,5.02,WMT
2012-01-31,4.48,WMT
2011-01-31,4.09,WMT
2010-01-31,3.66,WMT
2009-01-31,3.42,WMT
2008-01-31,3.13,WMT
2007-01-31,2.89,WMT
2006-01-31,2.63,WMT
2005-01-31,2.41,WMT
2004-01-31,2.02,WMT
2003-01-31,1.81,WMT
2002-01-31,1.5,WMT
2001-01-31,1.42,WMT
2000-01-31,1.28,WMT
1999-01-31,1.0,WMT
1998-01-31,0.78,WMT
1997-01-31,0.68,WMT
2024-09-30,0.86,LRCX
2024-06-30,30.3,LRCX
2023-06-30,34.1,LRCX
2022-06-30,33.12,LRCX
2021-06-30,27.28,LRCX
2020-06-30,15.95,LRCX
2019-06-30,14.55,LRCX
2018-06-30,17.9,LRCX
2017-06-30,9.96,LRCX
2016-06-30,6.37,LRCX
2015-06-30,5.05,LRCX
2014-06-30,4.42,LRCX
2013-06-30,2.22,LRCX
2012-06-30,2.07,LRCX
2011-06-30,5.85,LRCX
2010-06-30,2.61,LRCX
2009-06-30,-0.99,LRCX
2008-06-30,2.7676,LRCX
2007-06-30,3.5581,LRCX
2006-06-30,2.51,LRCX
2005-06-30,2.14,LRCX
2004-06-30,0.62,LRCX
2003-06-30,0.09,LRCX
2002-06-30,0.06,LRCX
2001-06-30,1.67,LRCX
2000-06-30,1.34,LRCX
1999-06-30,-0.48,LRCX
1998-06-30,0.0,LRCX
1997-06-30,0.21,LRCX
1996-06-30,1.55,LRCX
2024-09-30,7.32,HON
2023-12-31,9.17,HON
2022-12-31,8.78,HON
2021-12-31,8.05,HON
2020-12-31,7.1,HON
2019-12-31,8.16,HON
2018-12-31,7.94,HON
2017-12-31,7.06,HON
2016-12-31,6.53,HON
2015-12-31,6.1,HON
2014-12-31,5.56,HON
2013-12-31,4.97,HON
2012-12-31,4.5,HON
2011-12-31,4.05,HON
2010-12-31,2.61,HON
2009-12-31,2.85,HON
2008-12-31,3.75,HON
2007-12-31,3.16,HON
2006-12-31,2.53,HON
2005-12-31,2.13,HON
2004-12-31,1.68,HON
2003-12-31,1.56,HON
2002-12-31,2.0,HON
2001-12-31,2.05,HON
2000-12-31,2.84,HON
1999-12-31,2.76,HON
1998-12-31,2.34,HON
1997-12-31,2.06,HON
1996-12-31,1.8,HON
2024-09-30,6.75,AAPL
2023-09-30,6.12,AAPL
2022-09-30,6.11,AAPL
2021-09-30,5.62,AAPL
2020-09-30,3.27,AAPL
2019-09-30,2.98,AAPL
2018-09-30,2.97,AAPL
2017-09-30,2.3,AAPL
2016-09-30,2.0675,AAPL
2015-09-30,2.3,AAPL
2014-09-30,1.6075,AAPL
2013-09-30,1.415,AAPL
2012-09-30,1.5775,AAPL
2011-09-30,0.9875,AAPL
2010-09-30,0.54,AAPL
2009-09-30,0.2225,AAPL
2008-09-30,0.19,AAPL
2007-09-30,0.14,AAPL
2006-09-30,0.08,AAPL
2005-09-30,0.04,AAPL
2004-09-30,0.05,AAPL
2003-09-30,0.0112,AAPL
2002-09-30,0.0198,AAPL
2001-09-30,0.0067,AAPL
2000-09-30,0.04,AAPL
1999-09-30,0.05,AAPL
1998-09-30,0.04,AAPL
1997-09-30,-0.1114,AAPL
1996-09-30,-0.1082,AAPL
2024-09-30,31.63,BLK
2023-12-31,37.78,BLK
2022-12-31,35.36,BLK
2021-12-31,39.17,BLK
2020-12-31,33.85,BLK
2019-12-31,28.51,BLK
2018-12-31,26.96,BLK
2017-12-31,22.16,BLK
2016-12-31,19.31,BLK
2015-12-31,19.6,BLK
2014-12-31,19.35,BLK
2013-12-31,16.6,BLK
2012-12-31,13.69,BLK
2011-12-31,11.85,BLK
2010-12-31,10.94,BLK
2009-12-31,7.05,BLK
2008-12-31,6.43,BLK
2007-12-31,8.2,BLK
2006-12-31,5.09,BLK
2005-12-31,4.04,BLK
2004-12-31,2.73,BLK
2003-12-31,2.36,BLK
2002-12-31,2.04,BLK
2001-12-31,1.65,BLK
2000-12-31,1.35,BLK
1999-12-31,0.27,BLK
2024-09-30,7.1,TMUS
2023-12-31,6.93,TMUS
2022-12-31,2.58,TMUS
2021-12-31,2.41,TMUS
2020-12-31,3.08,TMUS
2019-12-31,4.03,TMUS
2018-12-31,3.38,TMUS
2017-12-31,2.39,TMUS
2016-12-31,1.53,TMUS
2015-12-31,0.82,TMUS
2014-12-31,0.3,TMUS
2013-12-31,0.18,TMUS
2012-12-31,1.88,TMUS
2011-12-31,1.64,TMUS
2010-12-31,1.42,TMUS
2009-12-31,0.98,TMUS
2008-12-31,0.84,TMUS
2007-12-31,0.58,TMUS
2024-09-30,9.99,PGR
2023-12-31,6.48,PGR
2022-12-31,4.18,PGR
2021-12-31,3.48,PGR
2020-12-31,7.47,PGR
2019-12-31,5.26,PGR
2018-12-31,5.01,PGR
2017-12-31,2.49,PGR
2016-12-31,1.7,PGR
2015-12-31,2.01,PGR
2014-12-31,1.92,PGR
2013-12-31,1.58,PGR
2012-12-31,1.15,PGR
2011-12-31,1.48,PGR
2010-12-31,1.51,PGR
2009-12-31,1.55,PGR
2008-12-31,1.29,PGR
2007-12-31,1.54,PGR
2006-12-31,2.13,PGR
2005-12-31,1.78,PGR
2004-12-31,1.85,PGR
2003-12-31,1.42,PGR
2002-12-31,0.81,PGR
2001-12-31,0.55,PGR
2000-12-31,0.07,PGR
1999-12-31,0.33,PGR
1998-12-31,0.5,PGR
1997-12-31,0.37,PGR
1996-12-31,0.1,PGR
2024-10-31,7.41,CRM
2024-01-31,8.21,CRM
2023-01-31,5.25,CRM
2022-01-31,4.8,CRM
2021-01-31,4.92,CRM
2020-01-31,3.0,CRM
2019-01-31,2.58,CRM
2018-01-31,1.35,CRM
2017-01-31,1.0,CRM
2016-01-31,0.75,CRM
2015-01-31,0.52,CRM
2014-01-31,0.35,CRM
2013-01-31,0.41,CRM
2012-01-31,0.35,CRM
2011-01-31,0.31,CRM
2010-01-31,0.16,CRM
2009-01-31,0.09,CRM
2008-01-31,0.05,CRM
2007-01-31,0.07,CRM
2006-01-31,0.04,CRM
2005-01-31,0.0173,CRM
2024-09-30,5.0,PM
2023-12-31,6.01,PM
2022-12-31,5.96,PM
2021-12-31,6.07,PM
2020-12-31,5.18,PM
2019-12-31,5.2,PM
2018-12-31,5.1,PM
2017-12-31,4.71,PM
2016-12-31,4.48,PM
2015-12-31,4.42,PM
2014-12-31,5.02,PM
2013-12-31,5.4,PM
2012-12-31,5.23,PM
2011-12-31,4.87,PM
2010-12-31,3.87,PM
2009-12-31,3.31,PM
2008-12-31,3.4,PM
2024-09-30,7.95,JNJ
2023-12-31,10.43,JNJ
2022-12-31,10.16,JNJ
2021-12-31,9.8,JNJ
2020-12-31,8.03,JNJ
2019-12-31,8.68,JNJ
2018-12-31,8.18,JNJ
2017-12-31,7.3,JNJ
2016-12-31,6.68,JNJ
2015-12-31,6.2,JNJ
2014-12-31,5.97,JNJ
2013-12-31,5.52,JNJ
2012-12-31,5.11,JNJ
2011-12-31,5.0,JNJ
2010-12-31,4.76,JNJ
2009-12-31,4.63,JNJ
2008-12-31,4.55,JNJ
2007-12-31,4.15,JNJ
2006-12-31,3.76,JNJ
2005-12-31,3.5,JNJ
2004-12-31,3.1,JNJ
2003-12-31,2.65,JNJ
2002-12-31,2.22,JNJ
2001-12-31,1.9,JNJ
2000-12-31,1.72,JNJ
1999-12-31,1.51,JNJ
1998-12-31,1.35,JNJ
1997-12-31,1.24,JNJ
1996-12-31,1.09,JNJ
2024-09-30,28.6,GS
2023-12-31,23.9,GS
2022-12-31,30.06,GS
2021-12-31,59.36,GS
2020-12-31,31.13,GS
2019-12-31,21.0,GS
2018-12-31,25.25,GS
2017-12-31,19.8,GS
2016-12-31,16.36,GS
2015-12-31,18.27,GS
2014-12-31,17.07,GS
2013-12-31,15.47,GS
2012-12-31,14.15,GS
2011-12-31,4.41,GS
2010-12-31,13.14,GS
2009-12-31,23.19,GS
2007-12-31,21.3,GS
2006-12-31,21.3,GS
2005-12-31,13.39,GS
2004-12-31,9.35,GS
2003-12-31,7.07,GS
2002-12-31,4.33,GS
2001-12-31,3.84,GS
2000-12-31,6.0,GS
1999-12-31,5.86,GS
2024-09-30,2.81,APP
2023-12-31,1.0,APP
2022-12-31,-0.52,APP
2021-12-31,0.4731,APP
2020-12-31,-0.05,APP
2024-09-30,3.17,GE
2023-12-31,2.8,GE
2022-12-31,3.01,GE
2021-12-31,2.13,GE
2020-12-31,0.32,GE
2019-12-31,4.88,GE
2018-12-31,5.28,GE
2017-12-31,8.4,GE
2016-12-31,12.0,GE
2015-12-31,11.44,GE
2014-12-31,13.28,GE
2013-12-31,12.8,GE
2012-12-31,12.16,GE
2011-12-31,10.96,GE
2010-12-31,9.28,GE
2009-12-31,8.16,GE
2008-12-31,14.32,GE
2007-12-31,17.2,GE
2006-12-31,15.92,GE
2005-12-31,14.48,GE
2004-12-31,12.72,GE
2003-12-31,12.4,GE
2002-12-31,12.08,GE
2001-12-31,11.28,GE
2000-12-31,10.24,GE
1999-12-31,8.64,GE
1998-12-31,0.94,GE
1997-12-31,0.84,GE
1996-12-31,0.73,GE
2024-09-30,0.27,PLTR
2023-12-31,0.25,PLTR
2022-12-31,0.06,PLTR
2021-12-31,0.14,PLTR
2020-12-31,0.16,PLTR
2024-09-30,-0.53,BMY
2023-12-31,7.39,BMY
2022-12-31,7.8,BMY
2021-12-31,7.5,BMY
2020-12-31,6.44,BMY
2019-12-31,4.67,BMY
2018-12-31,3.98,BMY
2017-12-31,3.01,BMY
2016-12-31,2.83,BMY
2015-12-31,2.01,BMY
2014-12-31,1.85,BMY
2013-12-31,1.82,BMY
2012-12-31,2.0,BMY
2011-12-31,2.28,BMY
2010-12-31,2.16,BMY
2009-12-31,2.03,BMY
2008-12-31,1.77,BMY
2007-12-31,1.48,BMY
2006-12-31,1.08,BMY
2005-12-31,1.43,BMY
2004-12-31,1.7,BMY
2003-12-31,1.68,BMY
2002-12-31,1.25,BMY
2001-12-31,2.41,BMY
2000-12-31,2.24,BMY
1999-12-31,1.95,BMY
1998-12-31,1.71,BMY
1997-12-31,1.52,BMY
1996-12-31,1.35,BMY
2024-10-31,25.6,DE
2023-10-31,34.72,DE
2022-10-31,23.33,DE
2021-10-31,18.92,DE
2020-10-31,8.7,DE
2019-10-31,9.91,DE
2018-10-31,9.34,DE
2017-10-31,6.64,DE
2016-10-31,4.81,DE
2015-10-31,5.76,DE
2014-10-31,8.9,DE
2013-10-31,9.08,DE
2012-10-31,7.64,DE
2011-10-31,6.63,DE
2010-10-31,4.66,DE
2009-10-31,2.81,DE
2008-10-31,4.7,DE
2007-10-31,4.01,DE
2006-10-31,3.19,DE
2005-10-31,2.94,DE
2004-10-31,2.78,DE
2003-10-31,1.33,DE
2002-10-31,0.67,DE
2001-10-31,0.32,DE
2000-10-31,1.03,DE
1999-10-31,0.6,DE
1998-10-31,2.1,DE
1997-10-31,1.9,DE
1996-10-31,1.29,DE
2024-09-30,2.41,BAC
2023-12-31,3.04,BAC
2022-12-31,3.24,BAC
2021-12-31,3.33,BAC
2020-12-31,1.84,BAC
2019-12-31,2.77,BAC
2018-12-31,2.63,BAC
2017-12-31,1.83,BAC
2016-12-31,1.39,BAC
2015-12-31,1.3,BAC
2014-12-31,0.61,BAC
2013-12-31,1.01,BAC
2012-12-31,0.4369,BAC
2011-12-31,-0.27,BAC
2010-12-31,0.86,BAC
2009-12-31,-0.09,BAC
2008-12-31,0.62,BAC
2007-12-31,3.32,BAC
2006-12-31,4.71,BAC
2005-12-31,4.22,BAC
2004-12-31,3.7,BAC
2003-12-31,3.58,BAC
2002-12-31,2.97,BAC
2001-12-31,2.47,BAC
2000-12-31,2.38,BAC
1999-12-31,2.36,BAC
1998-12-31,1.89,BAC
1997-12-31,2.08,BAC
1996-12-31,2.04,BAC
2024-10-31,12.01,HD
2024-01-31,15.1,HD
2023-01-31,16.68,HD
2022-01-31,15.52,HD
2021-01-31,11.93,HD
2020-01-31,10.25,HD
2019-01-31,9.89,HD
2018-01-31,7.48,HD
2017-01-31,6.45,HD
2016-01-31,5.4,HD
2015-01-31,4.59,HD
2014-01-31,3.75,HD
2013-01-31,3.07,HD
2012-01-31,2.46,HD
2011-01-31,2.04,HD
2010-01-31,1.64,HD
2009-01-31,1.76,HD
2008-01-31,2.24,HD
2007-01-31,2.83,HD
2006-01-31,2.71,HD
2005-01-31,2.26,HD
2004-01-31,1.87,HD
2003-01-31,1.56,HD
2002-01-31,1.29,HD
2001-01-31,1.11,HD
2000-01-31,1.01,HD
1999-01-31,0.72,HD
1998-01-31,0.55,HD
1997-01-31,0.43,HD
2024-09-30,5.12,ISRG
2023-12-31,5.71,ISRG
2022-12-31,4.69,ISRG
2021-12-31,4.97,ISRG
2020-12-31,3.38,ISRG
2019-12-31,4.25,ISRG
2018-12-31,3.71,ISRG
2017-12-31,3.0,ISRG
2016-12-31,2.48,ISRG
2015-12-31,2.06,ISRG
2014-12-31,1.62,ISRG
2013-12-31,1.86,ISRG
2012-12-31,1.67,ISRG
2011-12-31,1.37,ISRG
2010-12-31,1.06,ISRG
2009-12-31,0.66,ISRG
2008-12-31,0.56,ISRG
2007-12-31,0.42,ISRG
2006-12-31,0.21,ISRG
2005-12-31,0.28,ISRG
2004-12-31,0.09,ISRG
2003-12-31,0.0,ISRG
2002-12-31,-0.11,ISRG
2001-12-31,-0.1,ISRG
2000-12-31,-0.1,ISRG
2024-10-31,0.91,CSCO
2024-07-31,3.73,CSCO
2023-07-31,3.88,CSCO
2022-07-31,3.36,CSCO
2021-07-31,3.22,CSCO
2020-07-31,3.2,CSCO
2019-07-31,3.09,CSCO
2018-07-31,2.6,CSCO
2017-07-31,2.39,CSCO
2016-07-31,2.36,CSCO
2015-07-31,2.2,CSCO
2014-07-31,2.06,CSCO
2013-07-31,2.02,CSCO
2012-07-31,1.85,CSCO
2011-07-31,1.61,CSCO
2010-07-31,1.61,CSCO
2009-07-31,1.35,CSCO
2008-07-31,1.56,CSCO
2007-07-31,1.34,CSCO
2006-07-31,1.1,CSCO
2005-07-31,0.91,CSCO
2004-07-31,0.75,CSCO
2003-07-31,0.59,CSCO
2002-07-31,0.38,CSCO
2001-07-31,0.41,CSCO
2000-07-31,0.54,CSCO
1999-07-31,0.4,CSCO
1998-07-31,0.3,CSCO
1997-07-31,0.23,CSCO
1996-07-31,0.1599,CSCO
2024-09-30,3.56,SO
2023-12-31,3.64,SO
2022-12-31,3.61,SO
2021-12-31,3.41,SO
2020-12-31,3.25,SO
2019-12-31,3.11,SO
2018-12-31,3.07,SO
2017-12-31,3.02,SO
2016-12-31,2.84,SO
2015-12-31,2.88,SO
2014-12-31,2.81,SO
2013-12-31,2.73,SO
2012-12-31,2.66,SO
2011-12-31,2.58,SO
2010-12-31,2.38,SO
2009-12-31,2.32,SO
2008-12-31,2.37,SO
2007-12-31,2.21,SO
2006-12-31,2.11,SO
2005-12-31,2.13,SO
2004-12-31,2.04,SO
2003-12-31,1.97,SO
2002-12-31,1.86,SO
2001-12-31,1.59,SO
2000-12-31,2.13,SO
1999-12-31,1.78,SO
1998-12-31,1.73,SO
1997-12-31,1.59,SO
1996-12-31,1.68,SO
2024-09-30,-3.69,VRTX
2023-12-31,15.22,VRTX
2022-12-31,14.89,VRTX
2021-12-31,13.02,VRTX
2020-12-31,10.32,VRTX
2019-12-31,5.33,VRTX
2018-12-31,4.09,VRTX
2017-12-31,1.94,VRTX
2016-12-31,0.84,VRTX
2015-12-31,-1.33,VRTX
2014-12-31,-3.14,VRTX
2013-12-31,-0.72,VRTX
2012-12-31,0.13,VRTX
2011-12-31,0.04,VRTX
2010-12-31,-3.77,VRTX
2009-12-31,-3.72,VRTX
2008-12-31,-3.27,VRTX
2007-12-31,-3.03,VRTX
2006-12-31,-1.87,VRTX
2005-12-31,-2.28,VRTX
2004-12-31,-2.11,VRTX
2003-12-31,-2.33,VRTX
2002-12-31,-1.41,VRTX
2001-12-31,-0.64,VRTX
2000-12-31,-0.59,VRTX
1999-12-31,-0.8,VRTX
1998-12-31,-0.64,VRTX
1997-12-31,-0.4,VRTX
1996-12-31,-0.67,VRTX
2024-09-30,2.71,GILD
2023-12-31,7.04,GILD
2022-12-31,7.27,GILD
2021-12-31,7.29,GILD
2020-12-31,7.09,GILD
2019-12-31,6.63,GILD
2018-12-31,6.67,GILD
2017-12-31,8.84,GILD
2016-12-31,11.56,GILD
2015-12-31,12.63,GILD
2014-12-31,8.32,GILD
2013-12-31,2.05,GILD
2012-12-31,1.96,GILD
2011-12-31,1.94,GILD
2010-12-31,1.86,GILD
2009-12-31,1.54,GILD
2008-12-31,1.05,GILD
2007-12-31,0.84,GILD
2006-12-31,0.64,GILD
2005-12-31,0.43,GILD
2004-12-31,0.24,GILD
2003-12-31,0.18,GILD
2002-12-31,0.0475,GILD
2001-12-31,-0.06,GILD
2000-12-31,-0.027,GILD
1999-12-31,-0.05,GILD
1998-12-31,-0.07,GILD
1997-12-31,-0.03,GILD
1996-12-31,-0.02,GILD
2024-09-30,7.68,LLY
2023-12-31,6.32,LLY
2022-12-31,8.09,LLY
2021-12-31,8.17,LLY
2020-12-31,7.93,LLY
2019-12-31,6.04,LLY
2018-12-31,5.56,LLY
2017-12-31,4.28,LLY
2016-12-31,3.52,LLY
2015-12-31,3.44,LLY
2014-12-31,2.79,LLY
2013-12-31,4.15,LLY
2012-12-31,3.39,LLY
2011-12-31,4.42,LLY
2010-12-31,4.74,LLY
2009-12-31,4.43,LLY
2008-12-31,4.02,LLY
2007-12-31,3.55,LLY
2006-12-31,3.18,LLY
2005-12-31,2.88,LLY
2004-12-31,2.82,LLY
2003-12-31,2.58,LLY
2002-12-31,2.55,LLY
2001-12-31,2.76,LLY
2000-12-31,2.65,LLY
1999-12-31,2.28,LLY
1998-12-31,1.95,LLY
1997-12-31,1.61,LLY
1996-12-31,1.4,LLY
2024-09-30,10.26,NOW
2023-12-31,10.77,NOW
2022-12-31,7.59,NOW
2021-12-31,5.95,NOW
2020-12-31,4.66,NOW
2019-12-31,3.33,NOW
2018-12-31,2.5,NOW
2017-12-31,1.19,NOW
2016-12-31,0.71,NOW
2015-12-31,0.39,NOW
2014-12-31,-0.09,NOW
2013-12-31,-0.08,NOW
2012-12-31,-0.2121,NOW
2024-09-30,6.2,PEP
2023-12-31,7.62,PEP
2022-12-31,6.79,PEP
2021-12-31,6.25,PEP
2020-12-31,5.52,PEP
2019-12-31,5.52,PEP
2018-12-31,5.65,PEP
2017-12-31,5.17,PEP
2016-12-31,3.49,PEP
2015-12-31,4.56,PEP
2014-12-31,4.63,PEP
2013-12-31,4.37,PEP
2012-12-31,4.1,PEP
2011-12-31,4.41,PEP
2010-12-31,4.13,PEP
2009-12-31,3.71,PEP
2008-12-31,3.67,PEP
2007-12-31,3.38,PEP
2006-12-31,3.0,PEP
2005-12-31,1.96,PEP
2004-12-31,1.7,PEP
2003-12-31,2.04,PEP
2002-12-31,1.94,PEP
2001-12-31,1.68,PEP
2000-12-31,1.45,PEP
1999-12-31,1.23,PEP
1998-12-31,1.18,PEP
1997-12-31,1.31,PEP
1996-12-31,1.15,PEP
2024-09-30,8.18,SYK
2023-12-31,10.6,SYK
2022-12-31,9.34,SYK
2021-12-31,9.09,SYK
2020-12-31,7.43,SYK
2019-12-31,8.26,SYK
2018-12-31,7.31,SYK
2017-12-31,6.49,SYK
2016-12-31,5.8,SYK
2015-12-31,5.12,SYK
2014-12-31,4.73,SYK
2013-12-31,4.24,SYK
2012-12-31,4.08,SYK
2011-12-31,3.73,SYK
2010-12-31,3.33,SYK
2009-12-31,2.95,SYK
2008-12-31,2.83,SYK
2007-12-31,2.41,SYK
2006-12-31,2.02,SYK
2005-12-31,1.75,SYK
2004-12-31,1.43,SYK
2003-12-31,1.13,SYK
2002-12-31,0.88,SYK
2001-12-31,0.67,SYK
2000-12-31,0.56,SYK
1999-12-31,0.42,SYK
1998-12-31,0.38,SYK
1997-12-31,0.34,SYK
1996-12-31,0.27,SYK
2024-09-30,1.93,PG
2024-06-30,6.59,PG
2023-06-30,5.9,PG
2022-06-30,5.81,PG
2021-06-30,5.66,PG
2020-06-30,5.12,PG
2019-06-30,4.53,PG
2018-06-30,4.22,PG
2017-06-30,3.92,PG
2016-06-30,3.67,PG
2015-06-30,4.05,PG
2014-06-30,4.25,PG
2013-06-30,4.06,PG
2012-06-30,3.89,PG
2011-06-30,3.95,PG
2010-06-30,4.09,PG
2009-06-30,4.25,PG
2008-06-30,3.64,PG
2007-06-30,3.04,PG
2006-06-30,2.67,PG
2005-06-30,2.66,PG
2004-06-30,2.33,PG
2003-06-30,2.03,PG
2002-06-30,1.79,PG
2001-06-30,1.57,PG
2000-06-30,1.48,PG
1999-06-30,1.45,PG
1998-06-30,1.36,PG
1997-06-30,1.23,PG
1996-06-30,1.08,PG
2024-09-30,7.96,ABBV
2023-12-31,11.11,ABBV
2022-12-31,13.87,ABBV
2021-12-31,12.68,ABBV
2020-12-31,10.51,ABBV
2019-12-31,8.94,ABBV
2018-12-31,7.91,ABBV
2017-12-31,5.59,ABBV
2016-12-31,4.82,ABBV
2015-12-31,4.28,ABBV
2014-12-31,3.31,ABBV
2013-12-31,3.14,ABBV
2012-12-31,0.9761,ABBV
2024-10-31,6.38,ADI
2023-10-31,10.08,ADI
2022-10-31,9.59,ADI
2021-10-31,6.43,ADI
2020-10-31,4.91,ADI
2019-10-31,5.14,ADI
2018-10-31,5.95,ADI
2017-10-31,4.68,ADI
2016-10-31,3.07,ADI
2015-10-31,3.16,ADI
2014-10-31,2.4,ADI
2013-10-31,2.15,ADI
2012-10-31,2.13,ADI
2011-10-31,2.72,ADI
2010-10-31,2.36,ADI
2009-10-31,0.97,ADI
2008-10-31,1.77,ADI
2007-10-31,1.49,ADI
2006-10-31,1.6,ADI
2005-10-31,1.27,ADI
2004-10-31,1.46,ADI
2003-10-31,0.81,ADI
2002-10-31,0.55,ADI
2001-10-31,1.12,ADI
2000-10-31,1.54,ADI
1999-10-31,0.58,ADI
1998-10-31,0.43,ADI
1997-10-31,0.53,ADI
1996-10-31,0.39,ADI
2024-09-30,146.18,BKNG
2023-12-31,153.54,BKNG
2022-12-31,100.75,BKNG
2021-12-31,45.72,BKNG
2020-12-31,4.66,BKNG
2019-12-31,103.42,BKNG
2018-12-31,92.94,BKNG
2017-12-31,77.1,BKNG
2016-12-31,69.86,BKNG
2015-12-31,58.55,BKNG
2014-12-31,53.33,BKNG
2013-12-31,41.61,BKNG
2012-12-31,31.3,BKNG
2011-12-31,23.47,BKNG
2010-12-31,13.52,BKNG
2009-12-31,8.55,BKNG
2008-12-31,5.99,BKNG
2007-12-31,4.08,BKNG
2006-12-31,2.04,BKNG
2005-12-31,1.37,BKNG
2004-12-31,0.95,BKNG
2003-12-31,0.47,BKNG
2002-12-31,-0.4019,BKNG
2001-12-31,0.36,BKNG
2000-12-31,-1.62,BKNG
1999-12-31,-2.16,BKNG
2024-09-30,8.18,UNP
2023-12-31,10.46,UNP
2022-12-31,11.36,UNP
2021-12-31,9.95,UNP
2020-12-31,8.19,UNP
2019-12-31,8.39,UNP
2018-12-31,7.93,UNP
2017-12-31,5.8,UNP
2016-12-31,5.08,UNP
2015-12-31,5.41,UNP
2014-12-31,5.76,UNP
2013-12-31,4.71,UNP
2012-12-31,4.15,UNP
2011-12-31,3.38,UNP
2010-12-31,2.77,UNP
2009-12-31,1.8,UNP
2008-12-31,2.29,UNP
2007-12-31,1.73,UNP
2006-12-31,1.49,UNP
2005-12-31,0.86,UNP
2004-12-31,0.72,UNP
2003-12-31,1.01,UNP
2002-12-31,1.09,UNP
2001-12-31,0.95,UNP
2000-12-31,0.91,UNP
1999-12-31,0.81,UNP
1998-12-31,-0.06,UNP
1997-12-31,0.54,UNP
1996-12-31,0.91,UNP
2024-09-30,5.92,MRK
2023-12-31,1.5,MRK
2022-12-31,7.48,MRK
2021-12-31,6.26,MRK
2020-12-31,5.93,MRK
2019-12-31,5.19,MRK
2018-12-31,4.34,MRK
2017-12-31,3.98,MRK
2016-12-31,3.78,MRK
2015-12-31,3.6,MRK
2014-12-31,3.5,MRK
2013-12-31,3.49,MRK
2012-12-31,3.3947,MRK
2011-12-31,3.78,MRK
2010-12-31,3.42,MRK
2009-12-31,3.26,MRK
2008-12-31,3.42,MRK
2007-12-31,3.21,MRK
2006-12-31,2.52,MRK
2005-12-31,2.53,MRK
2004-12-31,2.62,MRK
2003-12-31,3.04,MRK
2002-12-31,3.14,MRK
2001-12-31,3.14,MRK
2000-12-31,2.89,MRK
1999-12-31,2.46,MRK
1998-12-31,2.18,MRK
1997-12-31,1.92,MRK
1996-12-31,1.61,MRK
2024-11-30,0.0,COST
2024-08-31,16.36,COST
2023-08-31,13.82,COST
2022-08-31,13.39,COST
2021-08-31,11.7,COST
2020-08-31,6.66,COST
2019-08-31,8.2368,COST
2018-08-31,7.1179,COST
2017-08-31,4.65,COST
2016-08-31,4.1,COST
2015-08-31,4.1,COST
2014-08-31,3.59,COST
2013-08-31,3.39,COST
2012-08-31,3.07,COST
2011-08-31,2.52,COST
2010-08-31,2.23,COST
2009-08-31,2.02,COST
2008-08-31,2.18,COST
2007-08-31,2.4722,COST
2006-08-31,1.69,COST
2005-08-31,1.49,COST
2004-08-31,1.86,COST
2003-08-31,1.4709,COST
2002-08-31,1.08,COST
2001-08-31,1.146,COST
2000-08-31,0.97,COST
1999-08-31,0.5987,COST
1998-08-31,0.995,COST
2024-09-30,6.31,FI
2023-12-31,5.97,FI
2022-12-31,-0.08,FI
2021-12-31,-1.9,FI
2020-12-31,-1.74,FI
2019-12-31,-1.03,FI
2018-12-31,-0.41,FI
2017-12-31,-0.61,FI
2016-12-31,-0.4151,FI
2015-12-31,0.6,FI
2014-12-31,1.03,FI
2013-12-31,1.1976,FI
2012-12-31,1.1126,FI
2011-12-31,0.8195,FI
2010-12-31,0.8172,FI
2009-12-31,0.7656,FI
2008-12-31,0.8644,FI
2007-12-31,0.6498,FI
2006-12-31,0.6334,FI
